subject,response
study2_314,"{""Q0"":1,""Q1"":1,""Q2"":"""",""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":3,""Q13"":3,""Q14"":2,""Q15"":0,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_313,"{""Q0"":3,""Q1"":"""",""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":3,""Q6"":3,""Q7"":1,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":0,""Q21"":2,""Q22"":1}"
study2_312,"{""Q0"":3,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":0,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_311,"{""Q0"":2,""Q1"":3,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":3,""Q7"":0,""Q8"":2,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_310,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_309,"{""Q0"":3,""Q1"":1,""Q2"":0,""Q3"":0,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":"""",""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":3}"
study2_308,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":1,""Q7"":1,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_307,"{""Q0"":2,""Q1"":0,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_306,"{""Q0"":1,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_305,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":3,""Q15"":3,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_304,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_303,"{""Q0"":"""",""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":3,""Q6"":1,""Q7"":3,""Q8"":"""",""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":"""",""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_302,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":3,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":3,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":3,""Q22"":1}"
study2_301,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":0,""Q6"":0,""Q7"":1,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_300,"{""Q0"":3,""Q1"":1,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_299,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_298,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_297,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_296,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":3,""Q12"":3,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_295,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_294,"{""Q0"":3,""Q1"":1,""Q2"":3,""Q3"":1,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":2,""Q8"":3,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":3,""Q18"":3,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_293,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_292,"{""Q0"":3,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":3,""Q6"":0,""Q7"":1,""Q8"":2,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":3,""Q22"":2}"
study2_291,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":0}"
study2_290,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_289,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_288,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_287,"{""Q0"":1,""Q1"":1,""Q2"":0,""Q3"":1,""Q4"":1,""Q5"":0,""Q6"":1,""Q7"":1,""Q8"":0,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":0,""Q14"":1,""Q15"":1,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":0,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_286,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_285,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":"""",""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":3,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":"""",""Q14"":2,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_284,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":2,""Q4"":0,""Q5"":3,""Q6"":2,""Q7"":0,""Q8"":3,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":3,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_283,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_282,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":2}"
study2_281,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_280,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":1}"
study2_279,"{""Q0"":3,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_278,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_277,"{""Q0"":1,""Q1"":1,""Q2"":3,""Q3"":3,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":"""",""Q15"":2,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":3,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_276,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_275,"{""Q0"":3,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":3,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":0,""Q21"":2,""Q22"":3}"
study2_274,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_273,"{""Q0"":2,""Q1"":0,""Q2"":3,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_272,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":1,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":0,""Q22"":2}"
study2_271,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":1,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":3,""Q22"":1}"
study2_270,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_269,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_268,"{""Q0"":3,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":0,""Q8"":2,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":1,""Q15"":1,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_267,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":1,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_266,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_265,"{""Q0"":1,""Q1"":2,""Q2"":0,""Q3"":3,""Q4"":0,""Q5"":1,""Q6"":"""",""Q7"":0,""Q8"":2,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":0,""Q16"":3,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_264,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":0,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":1,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_263,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":3,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":0,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":3,""Q22"":1}"
study2_262,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":"""",""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_261,"{""Q0"":1,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":3,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":0}"
study2_260,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":3}"
study2_259,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_258,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":1}"
study2_257,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":3,""Q16"":1,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_256,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":0,""Q4"":0,""Q5"":2,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":0,""Q15"":0,""Q16"":2,""Q17"":0,""Q18"":2,""Q19"":0,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_255,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_254,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":0,""Q15"":2,""Q16"":1,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_253,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":3}"
study2_252,"{""Q0"":1,""Q1"":2,""Q2"":1,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":3,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_251,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":0,""Q16"":3,""Q17"":3,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_250,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":0,""Q4"":2,""Q5"":2,""Q6"":0,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":1,""Q15"":2,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_249,"{""Q0"":2,""Q1"":2,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_248,"{""Q0"":1,""Q1"":2,""Q2"":0,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":2,""Q15"":0,""Q16"":0,""Q17"":2,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_247,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_246,"{""Q0"":1,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":2,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_245,"{""Q0"":1,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_244,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":2,""Q5"":0,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_243,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":0,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":0,""Q20"":1,""Q21"":"""",""Q22"":1}"
